cb_code,board,school_name,district,state,affiliation_id,level,year_founded,address,pincode,email,management
CB-ICS-HP-00016,CISCE,Gorton Mission School,​Shimla,Himachal Pradesh,,ICSE/ISC,,Kotgarh,,,
CB-ICS-HP-00017,CISCE,Himalayan International School,​Shimla,Himachal Pradesh,,ICSE/ISC,,Kalyani House Chharabra,,,
CB-ICS-HP-00018,CISCE,Shimla Public School,​Shimla,Himachal Pradesh,,ICSE/ISC,,Khalini,,,
CB-ICS-HP-00019,CISCE,St. Mary's School,​Shimla,Himachal Pradesh,,ICSE/ISC,,Sandal Chakkar,,,
CB-ICS-HP-00020,CISCE,St. Xavier High School,​Shimla,Himachal Pradesh,,ICSE/ISC,,Himachali Bhavan Sanjauli,,,
CB-ICS-HP-00021,CISCE,Carmel Convent School,​Sirmaur,Himachal Pradesh,,ICSE/ISC,,Shimla Road Nahan,,,
CB-ICS-HP-00022,CISCE,Dagshai Public School,​Solan,Himachal Pradesh,,ICSE/ISC,,Dagshai Cantt,,,
CB-ICS-HP-00023,CISCE,Dayanand Adarsh Vidyalaya,​Solan,Himachal Pradesh,,ICSE/ISC,,Dayanand Campus Sunny Side,,,
CB-ICS-HP-00024,CISCE,Mount Carmel School,​Una,Himachal Pradesh,,ICSE/ISC,,Rakkar Colony,,,
CB-ICS-JH-00001,CISCE,Carmel School,​Bokaro,Jharkhand,,ICSE/ISC,,Bokaro Thermal P. O.,,,
CB-ICS-JH-00002,CISCE,De Nobili School,​Bokaro,Jharkhand,,ICSE/ISC,,Chandrapura P. O.,,,
CB-ICS-JH-00003,CISCE,St. Xavier's School,​Bokaro,Jharkhand,,ICSE/ISC,,Steel City,,,
CB-ICS-JH-00004,CISCE,Carmel School,​Deoghar,Jharkhand,,ICSE/ISC,,Madhupur,,,
CB-ICS-JH-00005,CISCE,Madhusthali Vidyapeeth,​Deoghar,Jharkhand,,ICSE/ISC,,Madhupur P. O.,,,
CB-ICS-JH-00006,CISCE,St. Francis School,​Deoghar,Jharkhand,,ICSE/ISC,,Jasidih P. O.,,,
CB-ICS-JH-00008,CISCE,Carmel School,​Dhanbad,Jharkhand,,ICSE/ISC,,P. O. Box #23 Opposite Circuit House,,,
CB-ICS-JH-00010,CISCE,De Nobili School,​Dhanbad,Jharkhand,,ICSE/ISC,,Maithon Dam P. O,,,
CB-ICS-JH-00017,CISCE,Kako Hill School,​Dhanbad,Jharkhand,,ICSE/ISC,,Kanko Muth Katras,,,
CB-ICS-JH-00018,CISCE,Loyola School,​Dhanbad,Jharkhand,,ICSE/ISC,,"Nehru Road Taldanga, Chirkunda, Dhanbad, jhar... 06540 273724/272086",,,
CB-ICS-JH-00019,CISCE,Holy Child School,​Dumka,Jharkhand,,ICSE/ISC,,Dudhani P. O. Dumka,,,
CB-ICS-JH-00020,CISCE,N.E.L.C. Don Bosco School,​Dumka,Jharkhand,,ICSE/ISC,,"Bandorjuri Mission P. O. Dumka, Jharkhand - 8",,,
CB-ICS-JH-00021,CISCE,St. Joseph's School,​Dumka,Jharkhand,,ICSE/ISC,,Bakshi Bandh Road P. O. Dumka,,,
CB-ICS-JH-00022,CISCE,A.D.L.S. Sunshine School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Sakchi Jamshedpur,,,
CB-ICS-JH-00023,CISCE,Andhra Association English School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Road #1 B. H. Area P. O. Kadma Jamshedpur,,,
CB-ICS-JH-00024,CISCE,Carmel Junior College,​East Singhbhum,Jharkhand,,ICSE/ISC,,Sonari Jamshedpur,,,
CB-ICS-JH-00025,CISCE,Church School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Beldih Triangle Jamshedpur,,,
CB-ICS-JH-00026,CISCE,D.B.M.S. English School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Road #7 B. H. Area P. O. Kadma Jamshedpur,,,
CB-ICS-JH-00027,CISCE,Dayanand Anglo Vedic Public School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Patel Nagar Agrico Jamshedpur,,,
CB-ICS-JH-00028,CISCE,Dayanand Public School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Tapti Road Sakchi Jamshedpur,,,
CB-ICS-JH-00029,CISCE,Gulmohur High School,​East Singhbhum,Jharkhand,,ICSE/ISC,,TELCO Colony Jamshedpur,,,
CB-ICS-JH-00030,CISCE,Hill Top School,​East Singhbhum,Jharkhand,,ICSE/ISC,,"H.S. Road, 
Telco Colony, 
Jamshedpur, Jhar",,,
CB-ICS-JH-00031,CISCE,J. H. Tarapore School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Straight Mile Road Dhatkidih Jamshedpur,,,
CB-ICS-JH-00032,CISCE,Kerala Public School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Road #15 Jawahar Nagar Mango Jamshedpur,,,
CB-ICS-JH-00034,CISCE,Kerala Samajam Model School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Sakchi Jamshedpur,,,
CB-ICS-JH-00035,CISCE,Little Flower School,​East Singhbhum,Jharkhand,,ICSE/ISC,,TELCO Colony Jamshedpur,,,
CB-ICS-JH-00036,CISCE,Loyola School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Jamshedpur,,,
CB-ICS-JH-00037,CISCE,Motilal Nehru Public School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Pipe Line Road Northern Town Jamshedpur,,,
CB-ICS-JH-00038,CISCE,Mount View School,​East Singhbhum,Jharkhand,,ICSE/ISC,,P. O. M. G. M. Medical College Jamshedpur,,,
CB-ICS-JH-00039,CISCE,Narbheram Hansraj English School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Kharkai Link Road Bistupur Jamshedpur,,,
CB-ICS-JH-00040,CISCE,R. V. S. Academy,​East Singhbhum,Jharkhand,,ICSE/ISC,,Siroman Nagar Dimna Road Mango Jamshedpur,,,
CB-ICS-JH-00041,CISCE,Rajendra Vidyalaya,​East Singhbhum,Jharkhand,,ICSE/ISC,,Swarnarekha Link Road Sakchi Jamshedpur,,,
CB-ICS-JH-00044,CISCE,St. John's High School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Jugsalai Jamshedpur.,,,
CB-ICS-JH-00052,CISCE,Srikrishna Public School,​East Singhbhum,Jharkhand,,ICSE/ISC,,Bistupur Jamshedpur.,,,
CB-ICS-JH-00054,CISCE,Ramakrishna Vivekananda Sarada Vidyapith,​East Singhbhum,Jharkhand,,ICSE/ISC,,P. O. Bankati P. S. Ghatshila.,,,
CB-ICS-JH-00055,CISCE,Carmel School,​Giridih,Jharkhand,,ICSE/ISC,,P. O. Box #90,,,
CB-ICS-JH-00056,CISCE,St. Thomas School,​Godda,Jharkhand,,ICSE/ISC,,P. O. Godda,,,
CB-ICS-JH-00057,CISCE,Don Bosco School,​Gumla,Jharkhand,,ICSE/ISC,,"Nagar Bamhani, Post Box #10 Gumla... 06524 – 290 806",,,
CB-ICS-JH-00058,CISCE,Carmel Balika Vidyalaya,​Hazaribagh,Jharkhand,,ICSE/ISC,,P. B. 54 Hazaribagh Hazaribag-825 301,,,
CB-ICS-JH-00059,CISCE,Siddharth Public School,​Hazaribagh,Jharkhand,,ICSE/ISC,,P. O. Ramgarh Cantt Siddarth Nagar Hazaribag-,,,
CB-ICS-JH-00060,CISCE,St. Ann's School,​Hazaribagh,Jharkhand,,ICSE/ISC,,Kaitha Gola Road Ramgarh Hazaribag-829 122,,,
CB-ICS-JH-00061,CISCE,Edwards English School,​Jamtara,Jharkhand,,ICSE/ISC,,P. O. Box #1,,,
CB-ICS-JH-00062,CISCE,Seventh Day Adventist School,​Jamtara,Jharkhand,,ICSE/ISC,,Karmatar 2,,,
CB-ICS-JH-00063,CISCE,Children of The New Dawn School,​Khunti,Jharkhand,,ICSE/ISC,,Torpa Khunti,,,
CB-ICS-JH-00064,CISCE,St. Clare's School,​Koderma,Jharkhand,,ICSE/ISC,,"Lokai P. O, KOdarma, Jharkhand",,,
CB-ICS-JH-00065,CISCE,Lievens Academy,​Lohardaga,Jharkhand,,ICSE/ISC,,"Kutmu, Lohardaga, Jharkhand - 835302",,,
CB-ICS-JH-00066,CISCE,Sacred Heart School,​Palamu,Jharkhand,,ICSE/ISC,,Chianki P. O. Daltonganj,,,
CB-ICS-JH-00067,CISCE,Patratu School of Economics,​Ramgarh,Jharkhand,,ICSE/ISC,,P. O. Patratu Thermal Power Station,,,
CB-ICS-JH-00068,CISCE,Bishop Hartmann Academy,​Ranchi,Jharkhand,,ICSE/ISC,,"Ara Gate, Mahilong, Ranchi, Jharkhand -835103",,,
CB-ICS-JH-00069,CISCE,Bishop Westcott Boys' School,​Ranchi,Jharkhand,,ICSE/ISC,,P. O. Namkum,,,
CB-ICS-JH-00070,CISCE,Bishop Westcott Girls' School,​Ranchi,Jharkhand,,ICSE/ISC,,P. O. Namkum,,,
CB-ICS-JH-00072,CISCE,Bishop Westcott School,​Ranchi,Jharkhand,,ICSE/ISC,,Birsa Munda Rajpath Village Soeko Via Khunti,,,
CB-ICS-JH-00073,CISCE,Bishop's School,​Ranchi,Jharkhand,,ICSE/ISC,,Old H. B. Road,,,
CB-ICS-JH-00074,CISCE,Carmel School,​Ranchi,Jharkhand,,ICSE/ISC,,Samlong Namkum,,,
CB-ICS-JH-00075,CISCE,Don Bosco Academy,​Ranchi,Jharkhand,,ICSE/ISC,,Village Konka P. O. Mccluskiegunj,,,
CB-ICS-JH-00076,CISCE,Don Bosco School,​Ranchi,Jharkhand,,ICSE/ISC,,Khorhatoli P. O. Box 201 Kokar,,,
CB-ICS-JH-00077,CISCE,Loreto Convent,​Ranchi,Jharkhand,,ICSE/ISC,,P. O. Box #17 Doranda H. P. O,,,
CB-ICS-JH-00078,CISCE,Mazzarello School,​Ranchi,Jharkhand,,ICSE/ISC,,Sahera Via Tetri Namkum P. O,,,
CB-ICS-JH-00079,CISCE,Mount Carmel School,​Ranchi,Jharkhand,,ICSE/ISC,,Ormanjhi P. O. Chackla,,,
CB-ICS-JH-00080,CISCE,S. D. A. Senior Secondary School,​Ranchi,Jharkhand,,ICSE/ISC,,Khunti,,,
CB-ICS-JH-00081,CISCE,Sacred Heart School,​Ranchi,Jharkhand,,ICSE/ISC,,Hulhundu P. O. Hulhundu,,,
CB-ICS-JH-00082,CISCE,Seventh Day Adventist High School,​Ranchi,Jharkhand,,ICSE/ISC,,Bariatu Road Baragain,,,
CB-ICS-JH-00083,CISCE,St. Anthony's School,​Ranchi,Jharkhand,,ICSE/ISC,,North Office Para Doranda P. O. Hinoo,,,
CB-ICS-JH-00084,CISCE,St. Charles School,​Ranchi,Jharkhand,,ICSE/ISC,,Hesag Hatia,,,
CB-ICS-JH-00085,CISCE,St. Francis School,​Ranchi,Jharkhand,,ICSE/ISC,,Harmu Housing Colony,,,
CB-ICS-JH-00087,CISCE,St. Mathias School,​Ranchi,Jharkhand,,ICSE/ISC,,Dhurwa-Lodhma-Karra-Rourkela-Mumbai Main Road,,,
CB-ICS-JH-00091,CISCE,St. Thomas School,​Ranchi,Jharkhand,,ICSE/ISC,,"Sector-3, Dhurwa, Ranchi, Jhar.",,,
CB-ICS-JH-00092,CISCE,St. Xavier's School,​Sahibganj,Jharkhand,,ICSE/ISC,,,,,
CB-ICS-JH-00093,CISCE,St. Francis De Sales School,​Seraikela Kharsawan,Jharkhand,,ICSE/ISC,,Near Civil Court Seraikella P. O. Seraikella,,,
CB-ICS-JH-00094,CISCE,V. S. Public School,​Seraikela Kharsawan,Jharkhand,,ICSE/ISC,,Village-Khatuakudar Sini... +,,,
CB-ICS-JH-00095,CISCE,Xavier School,​Seraikela Kharsawan,Jharkhand,,ICSE/ISC,,Gamharia Xite Campus Behind Tata Complex Colo,,,
CB-ICS-JH-00096,CISCE,J.H. Tarapore School,​West Singhbhum,Jharkhand,,ICSE/ISC,,Road #3 P. O. Agrico Jamshedpur West Singhbhu,,,
CB-ICS-JH-00097,CISCE,S. E. Rly. Mixed Higher Secondary School (e. M.),​West Singhbhum,Jharkhand,,ICSE/ISC,,Chakradharpur P. O.,,,
CB-ICS-JH-00098,CISCE,St. Mary's School,​West Singhbhum,Jharkhand,,ICSE/ISC,,Noamundi,,,
CB-ICS-JH-00099,CISCE,St. Xavier's English School,​West Singhbhum,Jharkhand,,ICSE/ISC,,Post Box #10 Chaibasa,,,
CB-ICS-KA-00001,CISCE,Mahalingpur Public School,​Bagalkot,Karnataka,,ICSE/ISC,,# R. S. #67 Jambagi Extension Chimmad Bagalko,,,
CB-ICS-KA-00002,CISCE,St. Anne's School,​Bagalkot,Karnataka,,ICSE/ISC,,Near Sham Way Bridge Vidyagiri,,,
CB-ICS-KA-00003,CISCE,Aditya Public School,​Bangalore Rural,Karnataka,,ICSE/ISC,,Mythri Layout Sanjayanagar Nelamangala Main R,,,
CB-ICS-KA-00004,CISCE,Akash International Residential Public School,​Bangalore Rural,Karnataka,,ICSE/ISC,,Baichapura Prasannahalli Road Devanahalli Ben,,,
CB-ICS-KA-00005,CISCE,De Sales Academy,​Bangalore Rural,Karnataka,,ICSE/ISC,,Chandapura P. O. Hosur Main Road   Rural,,,
CB-ICS-KA-00006,CISCE,Gnana Deepa Academy Residential School,​Bangalore Rural,Karnataka,,ICSE/ISC,,"Nandhi Hills Road, Maligenahalli, Devanahalli",,,
CB-ICS-KA-00007,CISCE,Nandini Vidyanikethana,​Bangalore Rural,Karnataka,,ICSE/ISC,,Channarayapatna Road,,,
CB-ICS-KA-00008,CISCE,Sharath Memorial School,​Bangalore Rural,Karnataka,,ICSE/ISC,,Kempegowda Circle Magadi Road Ramanagaram,,,
CB-ICS-KA-00009,CISCE,SJBSS Public School,​Bangalore Rural,Karnataka,,ICSE/ISC,,"2nd Block Rajaji Nagar Bangalore Rural, Karna",,,
CB-ICS-KA-00010,CISCE,St. Charles High School,​Bangalore Rural,Karnataka,,ICSE/ISC,,"St.Thomas town,
Kammanahalli,
Bangalore Rur",,,
CB-ICS-KA-00011,CISCE,"St. Dominic's School, Attibele",​Bangalore Rural,Karnataka,,ICSE/ISC,,"Jigala Road, Off Hosur Road, Attibele,
Banga",,,
CB-ICS-KA-00012,CISCE,The Valley School,​Bangalore Rural,Karnataka,,ICSE/ISC,,Haridvanam 17th Km Off Kanakapura Road Thatgu,,,
CB-ICS-KA-00013,CISCE,United International School,​Bangalore Rural,Karnataka,,ICSE/ISC,,Hennur-Bagalur Main Road Kannur Post Chickagu,,,
CB-ICS-KA-00014,CISCE,Vasavi Vidya Peetha,​Bangalore Rural,Karnataka,,ICSE/ISC,,Kalya Gate Magadi,,,
CB-ICS-KA-00015,CISCE,Aryan Presidency School,​Bangalore Urban,Karnataka,,ICSE/ISC,,"#283, 13th Main, Nagarabhavi II Stage, 
Behi",,,
CB-ICS-KA-00016,CISCE,"Cambridge Public School, H.S.R Extension",​Bangalore Urban,Karnataka,,ICSE/ISC,,"C.A. 13, 19th Main,
25th Cross Sector-2,
H.... +",,,
CB-ICS-KA-00017,CISCE,Deccan International School,​Bangalore Urban,Karnataka,,ICSE/ISC,,#11 18th Main Padmanabhanagar Chikkalsandra B,,,
CB-ICS-KA-00018,CISCE,Ebenezer International School,​Bangalore Urban,Karnataka,,ICSE/ISC,,Via Huskur Road/apmc Yard ( After Singena Agr,,,
CB-ICS-KA-00019,CISCE,Greenwood High,​Bangalore Urban,Karnataka,,ICSE/ISC,,#8-14 Chickkwadayura Pura Heggondahalli Gunju,,,
CB-ICS-KA-00020,CISCE,India International School,​Bangalore Urban,Karnataka,,ICSE/ISC,,"26/1,Chikkabellandur, 
Carmel Ram Post
Sarj... +91 8028439001/002",,,
CB-ICS-KA-00021,CISCE,Innisfree House School,​Bangalore Urban,Karnataka,,ICSE/ISC,,9th Cross 23rd Main II Phase J. P. Nagar Beng,,,
CB-ICS-KA-00022,CISCE,Inventure Academy,​Bangalore Urban,Karnataka,,ICSE/ISC,,"Whitefield - Sarjapur Road,
Chikkavaderapura",,,
CB-ICS-KA-00023,CISCE,Little Flower Public School,​Bangalore Urban,Karnataka,,ICSE/ISC,,#1 Banashankari III Stage Bengaluru,,,
CB-ICS-KA-00024,CISCE,National Academy For Learning,​Bangalore Urban,Karnataka,,ICSE/ISC,,"3rd Cross, 3rd Block, 3rd Stage,
Basaveshwar... +",,,
CB-ICS-KA-00025,CISCE,New Baldwin International Residential School,​Bangalore Urban,Karnataka,,ICSE/ISC,,"Sy, #128, 
Budigere Cross-Mandur Road,
Old",,,
CB-ICS-KA-00026,CISCE,New Horizon Public School,​Bangalore Urban,Karnataka,,ICSE/ISC,,100 Feet Road Indiranagar Bengaluru,,,
CB-ICS-KA-00027,CISCE,"Patel Public School, Bellandur",​Bangalore Urban,Karnataka,,ICSE/ISC,,"Kariyammana Agrahara, Near Outer Ring Road ,",,,
CB-ICS-KA-00028,CISCE,Prakriya Green Wisdom School,​Bangalore Urban,Karnataka,,ICSE/ISC,,Post Box 23 Plot #70 Chikkanayakanahalli Road,,,
CB-ICS-KA-00029,CISCE,"Presidency School, HMT Layout",​Bangalore Urban,Karnataka,,ICSE/ISC,,"HMT Layout,
Near RT Nagar Police Station,
B... 080-42351167/68 /",,,
CB-ICS-KA-00030,CISCE,"Presidency School, Nandini Layout",​Bangalore Urban,Karnataka,,ICSE/ISC,,"2177, 5th Cross,Nandini Layout,
Bangalore-56... 080 – 23493291 /",,,
CB-ICS-KA-00031,CISCE,"Ryan International School, Bannerghatta",​Bangalore Urban,Karnataka,,ICSE/ISC,,"Bannerghatta
Survey No.13,Opp. Confident Ca",,,
CB-ICS-KA-00032,CISCE,"Ryan International School, Yelahanka",​Bangalore Urban,Karnataka,,ICSE/ISC,,"Vederapura Village, Gentiganahalli Road, Behi",,,
CB-ICS-KA-00033,CISCE,S.S.B. International School,​Bangalore Urban,Karnataka,,ICSE/ISC,,"No. 5/A, HAL 2nd Stage, Indira Nagar, Binnama",,,
CB-ICS-KA-00034,CISCE,Sarala Birla Academy,​Bangalore Urban,Karnataka,,ICSE/ISC,,Jigni Road Bannerghatta Bengaluru,,,
CB-ICS-KA-00035,CISCE,"Vibgyor High, Jakkur",​Bangalore Urban,Karnataka,,ICSE/ISC,,"Survey No: 55/6,80ft Road,
Ark.",,,
CB-ICS-KA-00036,CISCE,"Vibgyor High, Yelahanka",​Bangalore Urban,Karnataka,,ICSE/ISC,,"Survey No. 80/81,Singanayakana.",,,
CB-ICS-KA-00040,CISCE,St. Mary's Public School,​Bangalore Urban,Karnataka,,ICSE/ISC,,"13, Queens Road, Bengaluru 
Ka.",,,
CB-ICS-KA-00041,CISCE,Dnyan Prabodhan Mandir,​Belgaum,Karnataka,,ICSE/ISC,,438/13 Jaitan Mal Near Ashok Iron Plant-I Pir,,,
CB-ICS-KA-00042,CISCE,Phoenix Public Residential School,​Belgaum,Karnataka,,ICSE/ISC,,Pune-Mumbai Highway Honaga,,,
CB-ICS-KA-00043,CISCE,St. Francis of Assisi School,​Belgaum,Karnataka,,ICSE/ISC,,Mirjikodi Chikodi,,,
CB-ICS-KA-00044,CISCE,Basavarajeswari Public School and College,​Bellary,Karnataka,,ICSE/ISC,,#890 B Patel Nagar Ananthapur Road,,,
CB-ICS-KA-00045,CISCE,Pupil Tree School,​Bellary,Karnataka,,ICSE/ISC,,5th K. M. Stone Talur Road,,,
CB-ICS-KA-00046,CISCE,Sandur Girls Residential School,​Bellary,Karnataka,,ICSE/ISC,,Vyasankere Hospet Taluk,,,
CB-ICS-KA-00047,CISCE,Sandur Residential School,​Bellary,Karnataka,,ICSE/ISC,,Sandur P. O. Shivapur,,,
CB-ICS-KA-00048,CISCE,Shanti Niketan Public School,​Bellary,Karnataka,,ICSE/ISC,,J. P. Nagar Hospet,,,
CB-ICS-KA-00049,CISCE,Shree Nandi Residential Public School,​Bellary,Karnataka,,ICSE/ISC,,S. #209 C/3 A Yallapur Road Badanahatti,,,
CB-ICS-KA-00050,CISCE,Sri Vishweshwaraiah School,​Bellary,Karnataka,,ICSE/ISC,,Plot #823/b/2 & 823/c Allipura Hospet Road,,,
CB-ICS-KA-00051,CISCE,Vishwajyothi International Public School,​Bellary,Karnataka,,ICSE/ISC,,Adoni 100 Ft. Road Vijayanagara Siruguppa,,,
CB-ICS-KA-00052,CISCE,A. C. School,​Bengaluru,Karnataka,,ICSE/ISC,,Mes Ring Road Jalahalli Bangalore,,,
CB-ICS-KA-00053,CISCE,Aavishkar Academy,​Bengaluru,Karnataka,,ICSE/ISC,,#24/1 Sathyanarayana Temple Street Opposite P,,,
CB-ICS-KA-00054,CISCE,Acharya Pathasala Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Narasimha Raja Colony Bangalore,,,
CB-ICS-KA-00055,CISCE,ACTS Secondary School,​Bengaluru,Karnataka,,ICSE/ISC,,15 Km Hosur Road Electronic City Post Bangalo,,,
CB-ICS-KA-00056,CISCE,Aleemee Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Survey #15 Timmapuri Colony Gulbarga Bangalor,,,
CB-ICS-KA-00057,CISCE,Amarajyothi English Primary School,​Bengaluru,Karnataka,,ICSE/ISC,,Devasandra Krishnarajapuram Bangalore,,,
CB-ICS-KA-00058,CISCE,Anantha Vidyaniketana,​Bengaluru,Karnataka,,ICSE/ISC,,Sai Gardens Avathi Devanahalli Taluk Bangalor,,,
CB-ICS-KA-00059,CISCE,Appollo National Public School,​Bengaluru,Karnataka,,ICSE/ISC,,125/1 U Block Hbcs Layout Bangalore,,,
CB-ICS-KA-00060,CISCE,Aradhana School,​Bengaluru,Karnataka,,ICSE/ISC,,I. I. M. Post Arekere Bannerghatta Road Banga,,,
CB-ICS-KA-00061,CISCE,Auden Institute of Education,​Bengaluru,Karnataka,,ICSE/ISC,,#17 Girinagar 3rd Stage VIIth Block Banashank,,,
CB-ICS-KA-00062,CISCE,Auxilium School,​Bengaluru,Karnataka,,ICSE/ISC,,Bandapura Village Old Madras Road Virgoanagar,,,
CB-ICS-KA-00063,CISCE,B.M. English School,​Bengaluru,Karnataka,,ICSE/ISC,,35 A 36/3 A. K. Sonnappanahalli Bangalore,,,
CB-ICS-KA-00064,CISCE,B.P. Indian Public School,​Bengaluru,Karnataka,,ICSE/ISC,,V. Main Road Post Box #395 Malleswaram Bangal,,,
CB-ICS-KA-00065,CISCE,Baldwin Boys' High School,​Bengaluru,Karnataka,,ICSE/ISC,,Richmond Town Bangalore,,,
CB-ICS-KA-00066,CISCE,Baldwin Co-Education Extension High School,​Bengaluru,Karnataka,,ICSE/ISC,,"2nd Cross, 10th Main 5th Stage, B. E. M. L. L",,,
CB-ICS-KA-00067,CISCE,Baldwin Girls' High School,​Bengaluru,Karnataka,,ICSE/ISC,,90 ( 34 ) Richmond Road Bangalore,,,
CB-ICS-KA-00068,CISCE,Bangalore International Public School,​Bengaluru,Karnataka,,ICSE/ISC,,"#58/2, Subramanyapura Main Road, Chikkalasand",,,
CB-ICS-KA-00069,CISCE,Bangalore International School,​Bengaluru,Karnataka,,ICSE/ISC,,"Geddalahalli, Hennur Bagalur Road, Kothanur P... 080 2846 5060 or",,,
CB-ICS-KA-00070,CISCE,Bangalore Public School,​Bengaluru,Karnataka,,ICSE/ISC,,2177 5th Cross 18th Main H. A. L. - II Stage,,,
CB-ICS-KA-00071,CISCE,Bethany High School,​Bengaluru,Karnataka,,ICSE/ISC,,Ca-12 20th Main 6th Block Koramangala Layout,,,
CB-ICS-KA-00072,CISCE,Cauvery Primary and High School,​Bengaluru,Karnataka,,ICSE/ISC,,#2387/1 ' E ' Block Sahakarnag.,,,
CB-ICS-KA-00073,CISCE,Holy Angel's High School,​Bengaluru,Karnataka,,ICSE/ISC,,#2 5th Main 4th Cross R. P. C..,,,
CB-ICS-KA-00074,CISCE,St. ANN's High School,​Bengaluru,Karnataka,,ICSE/ISC,,80 Feet Road 6th Block Rajaji .,,,
CB-ICS-KA-00075,CISCE,The Frank Anthony Public School,​Bengaluru,Karnataka,,ICSE/ISC,,13 Cambridge Road Ulsoor Banga.,,,
CB-ICS-KA-00078,CISCE,South East Asian International School,​Bengaluru,Karnataka,,ICSE/ISC,,"Ekta Nagar, Basavanapura ( K. .",,,
CB-ICS-KA-00083,CISCE,St. Theresa Bacq Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Byathi Bagalur Dodda Gubbi Pos.,,,
CB-ICS-KA-00084,CISCE,Bhageerathi Bai Narayana Rao Maanay Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Post Box #7087 12th Main Road .,,,
CB-ICS-KA-00087,CISCE,New Baldwin English Primary School,​Bengaluru,Karnataka,,ICSE/ISC,,#25 Ramamurthy Nagar Main Road.,,,
CB-ICS-KA-00089,CISCE,New Baldwin School,​Bengaluru,Karnataka,,ICSE/ISC,,Geddalahalli Narayanapura Cros.,,,
CB-ICS-KA-00093,CISCE,Bethesda International School,​Bengaluru,Karnataka,,ICSE/ISC,,#26/1 Ring Road Kengeri Satell.,,,
CB-ICS-KA-00094,CISCE,Shree Bharathi Vidyalaya,​Bengaluru,Karnataka,,ICSE/ISC,,Ca 14 Pipeline 10th Cross 5th .,,,
CB-ICS-KA-00095,CISCE,Bishop Cotton Boys' School,​Bengaluru,Karnataka,,ICSE/ISC,,St. Mark's Road Bangalore.,,,
CB-ICS-KA-00096,CISCE,Bishop Cotton Girls' School,​Bengaluru,Karnataka,,ICSE/ISC,,St. Mark's Road Bangalore.,,,
CB-ICS-KA-00097,CISCE,St. Joseph's Boys High School,​Bengaluru,Karnataka,,ICSE/ISC,,#27 Museum Road P. O. Box #250.,,,
CB-ICS-KA-00098,CISCE,Brooklyn National Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Ca 29 9th Main Rpc Layout Near.,,,
CB-ICS-KA-00099,CISCE,S. Cadambi Vidya Kendra English Sec. School,​Bengaluru,Karnataka,,ICSE/ISC,,Ca-2 10th Main II Cross 3rd St.,,,
CB-ICS-KA-00100,CISCE,California Public School,​Bengaluru,Karnataka,,ICSE/ISC,,134 Vishwabharathi Campus Maga.,,,
CB-ICS-KA-00101,CISCE,Cambridge School,​Bengaluru,Karnataka,,ICSE/ISC,,Basavanapura Main Road K. R. P.,,,
CB-ICS-KA-00102,CISCE,The New Cambridge English School,​Bengaluru,Karnataka,,ICSE/ISC,,R. P. C. Layout Vijaya Nagar B.,,,
CB-ICS-KA-00103,CISCE,Cambridge Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Ca Site #28 11th Cross 22nd Ma.,,,
CB-ICS-KA-00105,CISCE,Carmel School,​Bengaluru,Karnataka,,ICSE/ISC,,Padmanabh Nagar II Stage Banas.,,,
CB-ICS-KA-00106,CISCE,Carmel High School,​Bengaluru,Karnataka,,ICSE/ISC,,II-Block III Stage Judges ' Co.,,,
CB-ICS-KA-00107,CISCE,Carmel Convent School,​Bengaluru,Karnataka,,ICSE/ISC,,Carmelaram P. O. Bangalore.,,,
CB-ICS-KA-00108,CISCE,The Cathedral High School,​Bengaluru,Karnataka,,ICSE/ISC,,63 Richmond Road Bangalore.,,,
CB-ICS-KA-00109,CISCE,Vivekananda Educational Centre,​Bengaluru,Karnataka,,ICSE/ISC,,#1 4th Block East Jayanagar Ba.,,,
CB-ICS-KA-00110,CISCE,St. Charles High School,​Bengaluru,Karnataka,,ICSE/ISC,,Kammanahalli St. Thomas Town B.,,,
CB-ICS-KA-00111,CISCE,Chinmaya Vidyalaya,​Bengaluru,Karnataka,,ICSE/ISC,,#31 15th Main Iv Block Koraman.,,,
CB-ICS-KA-00112,CISCE,Christ School,​Bengaluru,Karnataka,,ICSE/ISC,,Dharmaram College Post Road Ba.,,,
CB-ICS-KA-00113,CISCE,Chrysalis High,​Bengaluru,Karnataka,,ICSE/ISC,,Survey #219/3 & 219/5 Gunjur V.,,,
